Id	Part2b	Part2t	Part1	Scope	Language_Type	Ref_Name	Comment
qvs				I	L	San Martín Quechua	
huv				I	L	San Mateo Del Mar Huave	
scf				I	L	San Miguel Creole French	
mig				I	L	San Miguel El Grande Mixtec	
xtp				I	L	San Miguel Piedras Mixtec	
azg				I	L	San Pedro Amuzgos Amuzgo	
zpf				I	L	San Pedro Quiatoni Zapotec	
kwy				I	L	San Salvador Kongo	
zpt				I	L	San Vicente Coatlán Zapotec	
ayn				I	L	Sanaani Arabic	
spn				I	L	Sanapaná	
sad	sad	sad		I	L	Sandawe	
sng				I	L	Sanga (Democratic Republic of Congo)	
xsn				I	L	Sanga (Nigeria)	
scg				I	L	Sanggau	
snl				I	L	Sangil	
sxn				I	L	Sangir	
sgr				I	L	Sangisari	
sgk				I	L	Sangkong	
sgy				I	L	Sanglechi	
sag	sag	sag	sg	I	L	Sango	
nsa				I	L	Sangtam Naga	
snq				I	L	Sangu (Gabon)	
sbp				I	L	Sangu (Tanzania)	
ysn				I	L	Sani	
ysy				I	L	Sanie	
sny				I	L	Saniyo-Hiyewe	
msc				I	L	Sankaran Maninka	
ssi				I	L	Sansi	
san	san	san	sa	M	H	Sanskrit	
qxt				I	L	Santa Ana de Tusi Pasco Quechua	
ztn				I	L	Santa Catarina Albarradas Zapotec	
pca				I	L	Santa Inés Ahuatempan Popoloca	
zpn				I	L	Santa Inés Yatzechi Zapotec	
mdv				I	L	Santa Lucía Monteverde Mixtec	
hvv				I	L	Santa María Del Mar Huave	
nhz				I	L	Santa María La Alta Nahuatl	
zpi				I	L	Santa María Quiegolani Zapotec	
mza				I	L	Santa María Zacatepec Mixtec	
cok				I	L	Santa Teresa Cora	
sat	sat	sat		I	L	Santali	
qus				I	L	Santiago del Estero Quichua	
zpr				I	L	Santiago Xanica Zapotec	
zas				I	L	Santo Domingo Albarradas Zapotec	
xsu				I	L	Sanumá	
spc				I	L	Sapé	
spr				I	L	Saparua	
krn				I	L	Sapo	
spi				I	L	Saponi	
sps				I	L	Saposa	
spu				I	L	Sapuan	
mwm				I	L	Sar	
sre				I	L	Sara	
sbz				I	L	Sara Kaba	
kwg				I	L	Sara Kaba Deme	
kwv				I	L	Sara Kaba Náà	
skr				I	L	Saraiki	
srm				I	L	Saramaccan	
bps				I	L	Sarangani Blaan	
mbs				I	L	Sarangani Manobo	
zsa				I	L	Sarasira	
sar				I	E	Saraveca	
srd	srd	srd	sc	M	L	Sardinian	
asj				I	L	Sari	
srh				I	L	Sarikoli	
sdf				I	L	Sarli	
srs				I	L	Sarsi	
onp				I	L	Sartang	
swy				I	L	Sarua	
sdu				I	L	Sarudu	
sra				I	L	Saruga	
sas	sas	sas		I	L	Sasak	
sxs				I	L	Sasaru	
sdc				I	L	Sassarese Sardinian	
stw				I	L	Satawalese	
mav				I	L	Sateré-Mawé	
stq				I	L	Saterfriesisch	
sdl				I	L	Saudi Arabian Sign Language	
psu				I	H	Sauraseni Prākrit	
saz				I	L	Saurashtra	
srt				I	L	Sauri	
mjt				I	L	Sauria Paharia	
sao				I	L	Sause	
ssj				I	L	Sausi	
sdg				I	L	Savi	
svs				I	L	Savosavo	
szw				I	L	Sawai	
swr				I	L	Saweru	
saw				I	L	Sawi	
swt				I	L	Sawila	
swn				I	L	Sawknah	
sxw				I	L	Saxwe Gbe	
say				I	L	Saya	
pos				I	L	Sayula Popoluca	
sco	sco	sco		I	L	Scots	
gla	gla	gla	gd	I	L	Scottish Gaelic	
xsc				I	H	Scythian	
gul				I	L	Sea Island Creole English	
kdg				I	L	Seba	
sgw				I	L	Sebat Bet Gurage	
sbx				I	L	Seberuang	
sib				I	L	Sebop	
sec				I	L	Sechelt	
sey				I	L	Secoya	
sed				I	L	Sedang	
trv				I	L	Sediq	
tvw				I	L	Sedoa	
sos				I	L	Seeku	
sge				I	L	Segai	
seg				I	L	Segeju	
sbg				I	L	Seget	
sfw				I	L	Sehwi	
ssg				I	L	Seimat	
hik				I	L	Seit-Kaitetu	
sek				I	L	Sekani	
skp				I	L	Sekapan	
skz				I	L	Sekar	
skj				I	L	Seke (Nepal)	
ske				I	L	Seke (Vanuatu)	
vaj				I	L	Sekele	
syi				I	L	Seki	
skx				I	L	Seko Padang	
sko				I	L	Seko Tengah	
lip				I	L	Sekpele	
kgi				I	L	Selangor Sign Language	
slu				I	L	Selaru	
sly				I	L	Selayar	
snw				I	L	Selee	
spl				I	L	Selepet	
sxl				I	E	Selian	
sel	sel	sel		I	L	Selkup	
slg				I	L	Selungai Murut	
sws				I	L	Seluwasan	
sea				I	L	Semai	
sdq				I	L	Semandang	
szc				I	L	Semaq Beri	
sbr				I	L	Sembakung Murut	
sza				I	L	Semelai	
etz				I	L	Semimi	
ssm				I	L	Semnam	
smy				I	L	Semnani	
xse				I	L	Sempan	
seh				I	L	Sena	
seq				I	L	Senara Sénoufo	
syn				I	L	Senaya	
sej				I	L	Sene	
see				I	L	Seneca	
sds				I	E	Sened	
szg				I	L	Sengele	
snu				I	L	Senggi	
spk				I	L	Sengo	
ssz				I	L	Sengseng	
sjs				I	E	Senhaja De Srair	
sni				I	E	Sensi	
set				I	L	Sentani	
sez				I	L	Senthang Chin	
std				I	L	Sentinel	
spb				I	L	Sepa (Indonesia)	
spe				I	L	Sepa (Papua New Guinea)	
iws				I	L	Sepik Iwam	
sry				I	L	Sera	
srp	srp	srp	sr	I	L	Serbian	
hbs			sh	M	L	Serbo-Croatian	Code element for 639-1 has been deprecated
swf				I	L	Sere	
srr	srr	srr		I	L	Serer	
sei				I	L	Seri	
sve				I	L	Serili	
kqu				I	E	Seroa	
ser				I	L	Serrano	
srw				I	L	Serua	
srk				I	L	Serudung Murut	
seu				I	L	Serui-Laut	
crs				I	L	Seselwa Creole French	
stf				I	L	Seta	
stm				I	L	Setaman	
sbi				I	L	Seti	
sta				I	L	Settla	
ojs				I	L	Severn Ojibwa	
sew				I	L	Sewa Bay	
lsw				I	L	Seychelles Sign Language	
sze				I	L	Seze	
scw				I	L	Sha	
sdb				I	L	Shabak	
srz				I	L	Shahmirzadi	
shm				I	L	Shahrudi	
sha				I	L	Shall-Zwall	
sqa				I	L	Shama-Sambuga	
xsh				I	L	Shamang	
ksb				I	L	Shambala	
shn	shn	shn		I	L	Shan	
swo				I	L	Shanenawa	
sho				I	L	Shanga	
mcd				I	L	Sharanahua	
ssv				I	L	Shark Bay	
swq				I	L	Sharwa	
sht				I	E	Shasta	
shj				I	L	Shatt	
sqh				I	L	Shau	
sjw				I	L	Shawnee	
shx				I	L	She	
shv				I	L	Shehri	
swv				I	L	Shekhawati	
moy				I	L	Shekkacho	
she				I	L	Sheko	
sth				I	L	Shelta	
seb				I	L	Shempire Senoufo	
shl				I	L	Shendu	
scv				I	L	Sheni	
bun				I	L	Sherbro	
sdp				I	L	Sherdukpen	
xsr				I	L	Sherpa	
kip				I	L	Sheshi Kham	
shr				I	L	Shi	
ssh				I	L	Shihhi Arabic	
gua				I	L	Shiki	
shk				I	L	Shilluk	
scl				I	L	Shina	
shp				I	L	Shipibo-Conibo	
sle				I	L	Sholaga	
sii				I	L	Shom Peng	
sna	sna	sna	sn	I	L	Shona	
bcv				I	L	Shoo-Minda-Nye	
cjs				I	L	Shor	
shh				I	L	Shoshoni	
shg				I	L	Shua	
sdt				I	E	Shuadit	
jiv				I	L	Shuar	
suj				I	L	Shubi	
sgh				I	L	Shughni	
sxg				I	L	Shuhi	
sts				I	L	Shumashti	
scu				I	L	Shumcho	
shs				I	L	Shuswap	
shw				I	L	Shwai	
pll				I	L	Shwe Palaung	
slw				I	L	Sialum	
sif				I	L	Siamou	
spg				I	L	Sian	
snp				I	L	Siane	
sya				I	L	Siang	
sjr				I	L	Siar-Lak	
mmp				I	L	Siawi	
nco				I	L	Sibe	
sty				I	L	Siberian Tatar	
sdx				I	L	Sibu Melanau	
sxc				I	H	Sicanian	
scx				I	H	Sicel	
iii	iii	iii	ii	I	L	Sichuan Yi	
scn	scn	scn		I	L	Sicilian	
sqr				I	H	Siculo Arabic	
sid	sid	sid		I	L	Sidamo	
xsd				I	H	Sidetic	
erg				I	L	Sie	
zaa				I	L	Sierra de Juárez Zapotec	
sgx				I	L	Sierra Leone Sign Language	
nsu				I	L	Sierra Negra Nahuatl	
sxe				I	L	Sighu	
snr				I	L	Sihan	
qws				I	L	Sihuas Ancash Quechua	
ski				I	L	Sika	
sky				I	L	Sikaiana	
tty				I	L	Sikaritai	
sik				I	L	Sikiana	
sip				I	L	Sikkimese	
bla	bla	bla		I	L	Siksika	
skh				I	L	Sikule	
slt				I	L	Sila	
mks				I	L	Silacayoapan Mixtec	
sbq				I	L	Sileibi	
szl				I	L	Silesian	
wul				I	L	Silimo	
mkc				I	L	Siliput	
xsp				I	L	Silopi	
stv				I	L	Silt'e	
sie				I	L	Simaa	
sbw				I	L	Simba	
smg				I	L	Simbali	
smb				I	L	Simbari	
sbb				I	L	Simbo	
smz				I	L	Simeku	
smr				I	L	Simeulue	
smt				I	L	Simte	
siu				I	L	Sinagen	
sst				I	L	Sinasina	
snc				I	L	Sinaugoro	
sjn				I	C	Sindarin	
snd	snd	snd	sd	I	L	Sindhi	
sbn				I	L	Sindhi Bhil	
xts				I	L	Sindihui Mixtec	
sgm				I	E	Singa	
sls				I	L	Singapore Sign Language	
sgp				I	L	Singpho	
sin	sin	sin	si	I	L	Sinhala	
xti				I	L	Sinicahua Mixtec	
skq				I	L	Sininkere	
rmo				I	L	Sinte Romani	
sys				I	L	Sinyar	
xsi				I	L	Sio	
snn				I	L	Siona	
qum				I	L	Sipacapense	
swj				I	L	Sira	
fos				I	E	Siraya	
ysr				I	E	Sirenik Yupik	
sir				I	L	Siri	
sri				I	L	Siriano	
srq				I	L	Sirionó	
srx				I	L	Sirmauri	
ssd				I	L	Siroi	
sld				I	L	Sissala	
sso				I	L	Sissano	
sis				I	E	Siuslaw	
siy				I	L	Sivandi	
lsv				I	L	Sivia Sign Language	
siw				I	L	Siwai	
siz				I	L	Siwi	
akp				I	L	Siwu	
csy				I	L	Siyin Chin	
ska				I	L	Skagit	
svx				I	H	Skalvian	
skw				I	E	Skepi Creole Dutch	
sms	sms	sms		I	L	Skolt Sami	
skv				I	L	Skou	
den	den	den		M	L	Slave (Athapascan)	
svm				I	L	Slavomolisano	
slk	slo	slk	sk	I	L	Slovak	
svk				I	L	Slovakian Sign Language	
slv	slv	slv	sl	I	L	Slovenian	
kxq				I	L	Smärky Kanum	
sfm				I	L	Small Flowery Miao	
sno				I	L	Snohomish	
soc				I	L	So (Democratic Republic of Congo)	
ssq				I	L	So'a	
sob				I	L	Sobei	
cso				I	L	Sochiapam Chinantec	
xog				I	L	Soga	
sog	sog	sog		I	H	Sogdian	
soj				I	L	Soi	
sok				I	L	Sokoro	
xso				I	E	Solano	
sby				I	L	Soli	
szs				I	L	Solomon Islands Sign Language	
aaw				I	L	Solong	
sol				I	L	Solos	
smc				I	E	Som	
som	som	som	so	I	L	Somali	
bmu				I	L	Somba-Siawari	
sor				I	L	Somrai	
smu				I	E	Somray	
kgt				I	L	Somyev	
ysg				I	L	Sonaga	
shc				I	L	Sonde	
sop				I	L	Songe	
csj				I	L	Songlai Chin	
soo				I	L	Songo	
soe				I	L	Songomeno	
sod				I	L	Songoora	
soi				I	L	Sonha	
siq				I	L	Sonia	
snk	snk	snk		I	L	Soninke	
sov				I	L	Sonsorol	
teu				I	L	Soo	
urw				I	L	Sop	
sqt				I	L	Soqotri	
srb				I	L	Sora	
sbh				I	L	Sori-Harengan	
sqo				I	L	Sorkhei	
sxo				I	H	Sorothaptic	
ays				I	L	Sorsogon Ayta	
sdk				I	L	Sos Kundi	
krz				I	L	Sota Kanum	
sqq				I	L	Sou	
tlt				I	L	Sou Nama	
wha				I	L	Sou Upaa	
sfs				I	L	South African Sign Language	
aws				I	L	South Awyu	
azb				I	L	South Azerbaijani	
quh				I	L	South Bolivian Quechua	
lnl				I	L	South Central Banda	
dib				I	L	South Central Dinka	
erk				I	L	South Efate	
fal				I	L	South Fali	
giz				I	L	South Giziga	
lmf				I	L	South Lembata	
mqm				I	L	South Marquesan	
kts				I	L	South Muyu	
nbl	nbl	nbl	nr	I	L	South Ndebele	
nxl				I	L	South Nuaulu	
spx				I	H	South Picene	
xsl				I	L	South Slavey	
omw				I	L	South Tairora	
cpy				I	L	South Ucayali Ashéninka	
mcy				I	L	South Watut	
sns				I	L	South West Bay	
tvk				I	L	Southeast Ambrym	
vbb				I	L	Southeast Babar	
ijs				I	L	Southeast Ijo	
psi				I	L	Southeast Pashai	
xpf				I	E	Southeast Tasmanian	
dks				I	L	Southeastern Dinka	
zpd				I	L	Southeastern Ixtlán Zapotec	
nit				I	L	Southeastern Kolami	
mxy				I	L	Southeastern Nochixtlán Mixtec	
pom				I	L	Southeastern Pomo	
npl				I	L	Southeastern Puebla Nahuatl	
tcu				I	L	Southeastern Tarahumara	
stp				I	L	Southeastern Tepehuan	
agy				I	L	Southern Alta	
alt	alt	alt		I	L	Southern Altai	
ams				I	L	Southern Amami-Oshima	
ayc				I	L	Southern Aymara	
bfs				I	L	Southern Bai	
bcc				I	L	Southern Balochi	
bzc				I	L	Southern Betsimisaraka Malagasy	
mtw				I	L	Southern Binukidnon	
biv				I	L	Southern Birifor	
bwq				I	L	Southern Bobo Madaré	
obk				I	L	Southern Bontok	
caf				I	L	Southern Carrier	
bln				I	L	Southern Catanduanes Bikol	
qxo				I	L	Southern Conchucos Ancash Quechua	
dga				I	L	Southern Dagaare	
kmc				I	L	Southern Dong	
crj				I	L	Southern East Cree	
ghe				I	L	Southern Ghale	
grj				I	L	Southern Grebo	
hmy				I	L	Southern Guiyang Hmong	
hax				I	L	Southern Haida	
hnd				I	L	Southern Hindko	
sxk				I	E	Southern Kalapuya	
ksc				I	L	Southern Kalinga	
sct				I	L	Southern Katang	
kss				I	L	Southern Kisi	
kjd				I	L	Southern Kiwai	
sdh				I	L	Southern Kurdish	
ysp				I	L	Southern Lolopo	
luz				I	L	Southern Luri	
snm				I	L	Southern Ma'di	
hma				I	L	Southern Mashan Hmong	
mnn				I	L	Southern Mnong	
ymc				I	L	Southern Muji	
nqg				I	L	Southern Nago	
nab				I	L	Southern Nambikuára	
nbw				I	L	Southern Ngbandi	
nik				I	L	Southern Nicobarese	
nsd				I	L	Southern Nisu	
nnw				I	L	Southern Nuni	
css				I	E	Southern Ohlone	
osu				I	L	Southern One	
pmz				I	E	Southern Pame	
pbt				I	L	Southern Pashto	
qup				I	L	Southern Pastaza Quechua	
csp				I	L	Southern Ping Chinese	
peq				I	L	Southern Pomo	
mit				I	L	Southern Puebla Mixtec	
slh				I	L	Southern Puget Sound Salish	
pmj				I	L	Southern Pumi	
hms				I	L	Southern Qiandong Miao	
qxs				I	L	Southern Qiang	
nre				I	L	Southern Rengma Naga	
zsr				I	L	Southern Rincon Zapotec	
rgs				I	L	Southern Roglai	
ssb				I	L	Southern Sama	
sma	sma	sma		I	L	Southern Sami	
sbd				I	L	Southern Samo	
skd				I	L	Southern Sierra Miwok	
srv				I	L	Southern Sorsoganon	
sot	sot	sot	st	I	L	Southern Sotho	
laa				I	L	Southern Subanen	
sou				I	L	Southern Thai	
itd				I	L	Southern Tidung	
tix				I	L	Southern Tiwa	
wib				I	L	Southern Toussian	
tjs				I	L	Southern Tujia	
tce				I	L	Southern Tutchone	
uzs				I	L	Southern Uzbek	
lrr				I	L	Southern Yamphu	
yux				I	L	Southern Yukaghir	
gso				I	L	Southwest Gbaya	
plv				I	L	Southwest Palawano	
psh				I	L	Southwest Pashai	
nwi				I	L	Southwest Tanna	
vbk				I	L	Southwestern Bontok	
dik				I	L	Southwestern Dinka	
fay				I	L	Southwestern Fars	
hmg				I	L	Southwestern Guiyang Hmong	
hmh				I	L	Southwestern Huishui Hmong	
nsv				I	L	Southwestern Nisu	
twr				I	L	Southwestern Tarahumara	
xpx				I	E	Southwestern Tasmanian	
tla				I	L	Southwestern Tepehuan	
meh				I	L	Southwestern Tlaxiaco Mixtec	
sww				I	E	Sowa	
sow				I	L	Sowanda	
vmp				I	L	Soyaltepec Mazatec	
vmq				I	L	Soyaltepec Mixtec	
spa	spa	spa	es	I	L	Spanish	
ssp				I	L	Spanish Sign Language	
spt				I	L	Spiti Bhoti	
spo				I	L	Spokane	
squ				I	L	Squamish	
srn	srn	srn		I	L	Sranan Tongo	
sci				I	L	Sri Lankan Creole Malay	
sqs				I	L	Sri Lankan Sign Language	
arb				I	L	Standard Arabic	
ekk				I	L	Standard Estonian	
lvs				I	L	Standard Latvian	
zsm				I	L	Standard Malay	
zgh	zgh	zgh		I	L	Standard Moroccan Tamazight	
stl				I	L	Stellingwerfs	
sbu				I	L	Stod Bhoti	
jih				I	L	sTodsde	
sto				I	L	Stoney	
str				I	L	Straits Salish	
szp				I	L	Suabo	
seo				I	L	Suarmin	
swp				I	L	Suau	
sxb				I	L	Suba	
ssc				I	L	Suba-Simbiti	
xsj				I	L	Subi	
sbs				I	L	Subiya	
sut				I	E	Subtiaba	
apd				I	L	Sudanese Arabic	
pga				I	L	Sudanese Creole Arabic	
tgo				I	L	Sudest	
xsv				I	E	Sudovian	
sue				I	L	Suena	
sgi				I	L	Suga	
sug				I	L	Suganga	
kzs				I	L	Sugut Dusun	
swi				I	L	Sui	
sui				I	L	Suki	
sub				I	L	Suku	
suk	suk	suk		I	L	Sukuma	
syk				I	L	Sukur	
zsu				I	L	Sukurum	
szn				I	L	Sula	
sua				I	L	Sulka	
srg				I	L	Sulod	
sqm				I	L	Suma	
siv				I	L	Sumariup	
six				I	L	Sumau	
smw				I	L	Sumbawa	
suw				I	L	Sumbwa	
sux	sux	sux		I	H	Sumerian	
nsm				I	L	Sumi Naga	
csv				I	L	Sumtu Chin	
ssk				I	L	Sunam	
sun	sun	sun	su	I	L	Sundanese	
suz				I	L	Sunwar	
syo				I	L	Suoy	
spp				I	L	Supyire Senoufo	
tdl				I	L	Sur	
sbj				I	L	Surbakhal	
sgj				I	L	Surgujia	
sgd				I	L	Surigaonon	
sjp				I	L	Surjapuri	
sgz				I	L	Sursurunga	
sru				I	L	Suruí	
mdz				I	L	Suruí Do Pará	
swx				I	L	Suruahá	
sde				I	L	Surubu	
sqn				I	E	Susquehannock	
sus	sus	sus		I	L	Susu	
ssu				I	L	Susuami	
sdj				I	L	Suundi	
swu				I	L	Suwawa	
suy				I	L	Suyá	
sva				I	L	Svan	
swg				I	L	Swabian	
swh				I	L	Swahili (individual language)	
swa	swa	swa	sw	M	L	Swahili (macrolanguage)	
csw				I	L	Swampy Cree	
ssw	ssw	ssw	ss	I	L	Swati	
swe	swe	swe	sv	I	L	Swedish	
swl				I	L	Swedish Sign Language	
gsw	gsw	gsw		I	L	Swiss German	
ssr				I	L	Swiss-French Sign Language	
sgg				I	L	Swiss-German Sign Language	
slf				I	L	Swiss-Italian Sign Language	
sox				I	L	Swo	
shz				I	L	Syenara Senoufo	
syl				I	L	Sylheti	
syr	syr	syr		M	L	Syriac	
lgn				I	L	T'apo	
tct				I	L	T'en	
tyz				I	L	Tày	
tys				I	L	Tày Sa Pa	
tyt				I	L	Tày Tac	
lor				I	L	Téén	
tub				I	E	Tübatulabal	
acq				I	L	Ta'izzi-Adeni Arabic	
tap				I	L	Taabwa	
zat				I	L	Tabaa Zapotec	
tby				I	L	Tabaru	
chf				I	L	Tabasco Chontal	
nhc				I	E	Tabasco Nahuatl	
zoq				I	L	Tabasco Zoque	
tab				I	L	Tabassaran	
tnm				I	L	Tabla	
knv				I	L	Tabo	
tzx				I	L	Tabriak	
xtt				I	L	Tacahua Mixtec	
tna				I	L	Tacana	
shy				I	L	Tachawit	
shi				I	L	Tachelhit	
lts				I	L	Tachoni	
dsq				I	L	Tadaksahak	
klw				I	L	Tado	
tdy				I	L	Tadyawan	
rob				I	L	Tae'	
tcd				I	L	Tafi	
bgs				I	L	Tagabawa	
klg				I	L	Tagakaulo	
mvv				I	L	Tagal Murut	
tgz				I	E	Tagalaka	
tgl	tgl	tgl	tl	I	L	Tagalog	
oua				I	L	Tagargrent	
tbw				I	L	Tagbanwa	
tbm				I	L	Tagbu	
tda				I	L	Tagdal	
tgj				I	L	Tagin	
tgx				I	L	Tagish	
tag				I	L	Tagoi	
tgw				I	L	Tagwana Senoufo	
thv				I	L	Tahaggart Tamahaq	
tah	tah	tah	ty	I	L	Tahitian	
tht				I	L	Tahltan	
taw				I	L	Tai	
twh				I	L	Tai Dón	
tyr				I	L	Tai Daeng	
blt				I	L	Tai Dam	
tyj				I	L	Tai Do	
tiz				I	L	Tai Hongjin	
tjl				I	L	Tai Laing	
tlq				I	L	Tai Loi	
thi				I	L	Tai Long	
tdd				I	L	Tai Nüa	
tpo				I	L	Tai Pao	
tmm				I	L	Tai Thanh	
cuu				I	L	Tai Ya	
gpn				I	L	Taiap	
aos				I	L	Taikat	
ago				I	L	Tainae	
tnq				I	E	Taino	
bxa				I	L	Tairaha	
uar				I	L	Tairuma	
dav				I	L	Taita	
tvx				I	E	Taivoan	
tss				I	L	Taiwan Sign Language	
pee				I	L	Taje	
tgk	tgk	tgk	tg	I	L	Tajik	
abh				I	L	Tajiki Arabic	
tdj				I	L	Tajio	
tja				I	L	Tajuasohn	
tkm				I	E	Takelma	
tks				I	L	Takestani	
tbc				I	L	Takia	
tkz				I	L	Takua	
nho				I	L	Takuu	
tke				I	L	Takwane	
tal				I	L	Tal	
tak				I	L	Tala	
tld				I	L	Talaud	
tlv				I	L	Taliabu	
tdf				I	L	Talieng	
tlj				I	L	Talinga-Bwisi	
tlr				I	L	Talise	
tlo				I	L	Talodi	
tlk				I	L	Taloki	
tln				I	L	Talondo'	
tzl				I	C	Talossan	
yta				I	L	Talu	
tly				I	L	Talysh	
tma				I	L	Tama (Chad)	
ten				I	E	Tama (Colombia)	
tcg				I	L	Tamagario	
tmn				I	L	Taman (Indonesia)	
tcl				I	E	Taman (Myanmar)	
tmz				I	E	Tamanaku	
tmh	tmh	tmh		M	L	Tamashek	
taq				I	L	Tamasheq	
vmx				I	L	Tamazola Mixtec	
tdk				I	L	Tambas	
xxt				I	E	Tambora	
tls				I	L	Tambotalo	
tmy				I	L	Tami	
tam	tam	tam	ta	I	L	Tamil	
tax				I	L	Tamki	
tml				I	L	Tamnim Citak	
low				I	L	Tampias Lobu	
tpu				I	L	Tampuan	
tpm				I	L	Tampulma	
tcb				I	L	Tanacross	
tcm				I	L	Tanahmerah	
tfn				I	L	Tanaina	
tpv				I	L	Tanapag	
tgn				I	L	Tandaganon	
tni				I	L	Tandia	
tdx				I	L	Tandroy-Mahafaly Malagasy	
tnx				I	L	Tanema	
tan				I	L	Tangale	
tnv				I	L	Tangchangya	
tgu				I	L	Tanggu	
nmf				I	L	Tangkhul Naga (India)	
ntx				I	L	Tangkhul Naga (Myanmar)	
tkx				I	L	Tangko	
ytl				I	L	Tanglang	
tgp				I	L	Tangoa	
tbs				I	L	Tanguat	
txg				I	H	Tangut	
tbe				I	L	Tanimbili	
tnc				I	L	Tanimuca-Retuarã	
uji				I	L	Tanjijili	
txy				I	L	Tanosy Malagasy	
kml				I	L	Tanudan Kalinga	
tza				I	L	Tanzanian Sign Language	
afp				I	L	Tapei	
tpj				I	L	Tapieté	
taf				I	L	Tapirapé	
tro				I	L	Tarao Naga	
tgr				I	L	Tareng	
tae				I	L	Tariana	
rif				I	L	Tarifit	
txj				I	L	Tarjumo	
yer				I	L	Tarok	
tpf				I	L	Tarpia	
txr				I	H	Tartessian	
tdm				I	L	Taruma	
twq				I	L	Tasawaq	
nst				I	L	Tase Naga	
tmt				I	L	Tasmate	
cta				I	L	Tataltepec Chatino	
txx				I	L	Tatana	
tat	tat	tat	tt	I	L	Tatar	
tav				I	L	Tatuyo	
ttd				I	L	Tauade	
tuh				I	L	Taulil	
tco				I	L	Taungyo	
tpa				I	L	Taupota	
tad				I	L	Tause	
trr				I	L	Taushiro	
tsg				I	L	Tausug	
tya				I	L	Tauya	
tvs				I	L	Taveta	
tvn				I	L	Tavoyan	
rmu				I	L	Tavringer Romani	
tbo				I	L	Tawala	
ttq				I	L	Tawallammat Tamajaq	
xtw				I	L	Tawandê	
twm				I	L	Tawang Monpa	
twl				I	L	Tawara	
tbp				I	L	Taworta	
twy				I	L	Tawoyan	
tcp				I	L	Tawr Chin	
tas				I	E	Tay Boi	
tnu				I	L	Tay Khang	
thz				I	L	Tayart Tamajeq	
cks				I	L	Tayo	
grr				I	L	Taznatit	
tbl				I	L	Tboli	
tck				I	L	Tchitchege	
bqa				I	L	Tchumbuli	
tve				I	L	Te'un	
tkw				I	L	Teanu	
tsy				I	L	Tebul Sign Language	
dtu				I	L	Tebul Ure Dogon	
tcw				I	L	Tecpatlán Totonac	
tuq				I	L	Tedaga	
ctd				I	L	Tedim Chin	
tkq				I	L	Tee	
tfo				I	L	Tefaro	
ras				I	L	Tegali	
kps				I	L	Tehit	
teh				I	L	Tehuelche	
ztt				I	L	Tejalapan Zapotec	
ebo				I	L	Teke-Ebo	
ifm				I	L	Teke-Fuumu	
kkw				I	L	Teke-Kukuya	
lli				I	L	Teke-Laali	
nzu				I	L	Teke-Nzikou	
teg				I	L	Teke-Tege	
tyi				I	L	Teke-Tsaayi	
tyx				I	L	Teke-Tyee	
ttc				I	L	Tektiteko	
tvm				I	L	Tela-Masbuar	
tlf				I	L	Telefol	
tel	tel	tel	te	I	L	Telugu	
kdh				I	L	Tem	
tjo				I	L	Temacine Tamazight	
nhv				I	L	Temascaltepec Nahuatl	
tqb				I	L	Tembé	
tbt				I	L	Tembo (Kitembo)	
tmv				I	L	Tembo (Motembo)	
tdo				I	L	Teme	
teq				I	L	Temein	
soz				I	L	Temi	
tea				I	L	Temiar	
ott				I	L	Temoaya Otomi	
tmo				I	L	Temoq	
tmw				I	L	Temuan	
tnz				I	L	Ten'edn	
quw				I	L	Tena Lowland Quichua	
otn				I	L	Tenango Otomi	
dtk				I	L	Tene Kan Dogon	
vkt				I	L	Tenggarong Kutai Malay	
tes				I	L	Tengger	
pah				I	L	Tenharim	
tqn				I	L	Tenino	
tns				I	L	Tenis	
tex				I	L	Tennet	
tio				I	L	Teop	
tev				I	L	Teor	
tep				I	E	Tepecano	
cnt				I	L	Tepetotutla Chinantec	
cux				I	L	Tepeuxila Cuicatec	
cte				I	L	Tepinapa Chinantec	
ted				I	L	Tepo Krumen	
sjt				I	L	Ter Sami	
ttr				I	L	Tera	
trb				I	L	Terebu	
buo				I	L	Terei	
ter	ter	ter		I	L	Tereno	
tef				I	L	Teressa	
twg				I	L	Tereweng	
tfr				I	L	Teribe	
tec				I	L	Terik	
twu				I	L	Termanu	
tft				I	L	Ternate	
tmg				I	E	Ternateño	
tkg				I	L	Tesaka Malagasy	
keg				I	L	Tese	
twc				I	E	Teshenawa	
teo				I	L	Teso	
tll				I	L	Tetela	
nhg				I	L	Tetelcingo Nahuatl	
teb				I	E	Tetete	
tez				I	L	Tetserret	
tet	tet	tet		I	L	Tetum	
tdt				I	L	Tetun Dili	
cut				I	L	Teutila Cuicatec	
twe				I	L	Tewa (Indonesia)	
tew				I	L	Tewa (USA)	
twx				I	L	Tewe	
otx				I	L	Texcatepec Otomi	
poq				I	L	Texistepec Popoluca	
zpz				I	L	Texmelucan Zapotec	
mxb				I	L	Tezoatlán Mixtec	
thy				I	L	Tha	
thn				I	L	Thachanadan	
tcz				I	L	Thado Chin	
tha	tha	tha	th	I	L	Thai	
tsq				I	L	Thai Sign Language	
soa				I	L	Thai Song	
cth				I	L	Thaiphum Chin	
ths				I	L	Thakali	
nki				I	L	Thangal Naga	
thf				I	L	Thangmi	
ssf				I	L	Thao	
thk				I	L	Tharaka	
xtv				I	E	Thawa	
typ				I	E	Thaypan	
iin				I	E	Thiin	
tou				I	L	Tho	
