Id	Part2b	Part2t	Part1	Scope	Language_Type	Ref_Name	Comment
alu				I	L	'Are'are	
kud				I	L	'Auhelawa	
hnh				I	L	ǁAni	
gnk				I	L	ǁGana	
gwj				I	L	ǀGwi	
xam				I	E	ǀXam	
xeg				I	E	ǁXegwi	
huc				I	L	ǂHua	
gku				I	E	ǂUngkue	
nmn				I	L	ǃXóõ	
ahn				I	L	Àhàn	
acb				I	L	Áncá	
aom				I	L	Ömie	
oon				I	L	Önge	
apq				I	L	A-Pucikwar	
aou				I	L	A'ou	
aiw				I	L	Aari	
aas				I	L	Aasáx	
aba				I	L	Abé	
kbt				I	L	Abadi	
abg				I	L	Abaga	
abf				I	L	Abai Sungai	
abm				I	L	Abanyom	
mij				I	L	Abar	
aau				I	L	Abau	
abq				I	L	Abaza	
abp				I	L	Abellen Ayta	
abi				I	L	Abidji	
bsa				I	L	Abinomn	
axb				I	E	Abipon	
ash				I	E	Abishira	
abk	abk	abk	ab	I	L	Abkhazian	
aob				I	L	Abom	
abo				I	L	Abon	
abr				I	L	Abron	
ado				I	L	Abu	
aah				I	L	Abu' Arapesh	
abn				I	L	Abua	
abz				I	L	Abui	
kgr				I	L	Abun	
abu				I	L	Abure	
mgj				I	L	Abureni	
tpx				I	L	Acatepec Me'phaa	
guq				I	L	Aché	
aca				I	L	Achagua	
acn				I	L	Achang	
yif				I	L	Ache	
acz				I	L	Acheron	
acr				I	L	Achi	
ace	ace	ace		I	L	Achinese	
act				I	L	Achterhoeks	
acu				I	L	Achuar-Shiwiar	
acv				I	L	Achumawi	
ach	ach	ach		I	L	Acoli	
acs				I	E	Acroá	
xad				I	E	Adai	
fub				I	L	Adamawa Fulfulde	
ads				I	L	Adamorobe Sign Language	
adn				I	L	Adang	
adq				I	L	Adangbe	
ada	ada	ada		I	L	Adangme	
kad				I	L	Adara	
tiu				I	L	Adasen	
ade				I	L	Adele	
adh				I	L	Adhola	
adi				I	L	Adi	
wsg				I	L	Adilabad Gondi	
adj				I	L	Adioukrou	
dth				I	E	Adithinngithigh	
ort				I	L	Adivasi Oriya	
gas				I	L	Adiwasi Garasia	
adt				I	L	Adnyamathanha	
adr				I	L	Adonara	
adu				I	L	Aduge	
ady	ady	ady		I	L	Adyghe	
adz				I	L	Adzera	
aez				I	L	Aeka	
awi				I	L	Aekyom	
xae				I	H	Aequian	
aeq				I	L	Aer	
aal				I	L	Afade	
aar	aar	aar	aa	I	L	Afar	
afg				I	L	Afghan Sign Language	
aft				I	L	Afitti	
afh	afh	afh		I	C	Afrihili	
afr	afr	afr	af	I	L	Afrikaans	
afs				I	L	Afro-Seminole Creole	
agd				I	L	Agarabi	
agi				I	L	Agariya	
agc				I	L	Agatu	
avo				I	E	Agavotaguerra	
agq				I	L	Aghem	
ahh				I	L	Aghu	
gtu				I	E	Aghu-Tharnggala	
agx				I	L	Aghul	
xag				I	H	Aghwan	
aif				I	L	Agi	
kit				I	L	Agob	
ibm				I	L	Agoi	
agu				I	L	Aguacateco	
aga				I	E	Aguano	
agr				I	L	Aguaruna	
aug				I	L	Aguna	
msm				I	L	Agusan Manobo	
agn				I	L	Agutaynen	
yay				I	L	Agwagwune	
aha				I	L	Ahanta	
esg				I	L	Aheri Gondi	
thm				I	L	Aheu	
ahr				I	L	Ahirani	
aho				I	E	Ahom	
aht				I	L	Ahtena	
nfd				I	L	Ahwai	
aih				I	L	Ai-Cham	
aix				I	L	Aighon	
tba				I	L	Aikanã	
mwg				I	L	Aiklep	
aiq				I	L	Aimaq	
ail				I	L	Aimele	
aim				I	L	Aimol	
aic				I	L	Ainbai	
aib				I	L	Ainu (China)	
ain	ain	ain		I	L	Ainu (Japan)	
aki				I	L	Aiome	
air				I	L	Airoran	
aio				I	L	Aiton	
ajg				I	L	Aja (Benin)	
aja				I	L	Aja (South Sudan)	
ajw				I	E	Ajawa	
aji				I	L	Ajië	
muc				I	L	Ajumbu	
cpc				I	L	Ajyíninka Apurucayali	
akq				I	L	Ak	
soh				I	L	Aka	
abj				I	E	Aka-Bea	
akm				I	E	Aka-Bo	
aci				I	E	Aka-Cari	
akj				I	E	Aka-Jeru	
akx				I	E	Aka-Kede	
aky				I	E	Aka-Kol	
ack				I	E	Aka-Kora	
aka	aka	aka	ak	M	L	Akan	
acl				I	E	Akar-Bale	
aks				I	L	Akaselem	
ake				I	L	Akawaio	
aik				I	L	Ake	
keu				I	L	Akebu	
tsr				I	L	Akei	
aeu				I	L	Akeu	
ahk				I	L	Akha	
akv				I	L	Akhvakh	
akk	akk	akk		I	H	Akkadian	
sia				I	E	Akkala Sami	
akl				I	L	Aklanon	
akt				I	L	Akolet	
bss				I	L	Akoose	
miw				I	L	Akoye	
akf				I	L	Akpa	
ibe				I	L	Akpes	
afi				I	L	Akrukay	
spm				I	L	Akukem	
ayk				I	L	Akuku	
aku				I	L	Akum	
aqz				I	L	Akuntsu	
ako				I	L	Akurio	
akw				I	L	Akwa	
nqy				I	L	Akyaung Ari Naga	
syy				I	L	Al-Sayyid Bedouin Sign Language	
alw				I	L	Alaba-K’abeena	
akz				I	L	Alabama	
dul				I	L	Alabat Island Agta	
mim				I	L	Alacatlatzala Mixtec	
ala				I	L	Alago	
wbj				I	L	Alagwa	
alk				I	L	Alak	
amp				I	L	Alamblak	
alj				I	L	Alangan	
xln				I	H	Alanic	
apv				I	E	Alapmunte	
alh				I	L	Alawa	
sqi	alb	sqi	sq	M	L	Albanian	
sqk				I	L	Albanian Sign Language	
lsc				I	L	Albarradas Sign Language	
xta				I	L	Alcozauca Mixtec	
alf				I	L	Alege	
gah				I	L	Alekano	
ale	ale	ale		I	L	Aleut	
arq				I	L	Algerian Arabic	
ajs				I	L	Algerian Jewish Sign Language	
aao				I	L	Algerian Saharan Arabic	
asp				I	L	Algerian Sign Language	
alq				I	L	Algonquin	
aiy				I	L	Ali	
ald				I	L	Alladian	
all				I	L	Allar	
aid				I	E	Alngith	
ypo				I	L	Alo Phola	
zaq				I	L	Aloápam Zapotec	
aol				I	L	Alor	
aes				I	E	Alsea	
xua				I	L	Alu Kurumba	
aub				I	L	Alugu	
aab				I	L	Alumu-Tesu	
alp				I	L	Alune	
yna				I	L	Aluo	
alz				I	L	Alur	
alr				I	L	Alutor	
avd				I	L	Alviri-Vidari	
aly				I	L	Alyawarr	
amm				I	L	Ama (Papua New Guinea)	
nyi				I	L	Ama (Sudan)	
amq				I	L	Amahai	
amc				I	L	Amahuaca	
ali				I	L	Amaimon	
aad				I	L	Amal	
jks				I	L	Amami Koniya Sign Language	
amn				I	L	Amanab	
ama				I	E	Amanayé	
aie				I	L	Amara	
amr				I	L	Amarakaeri	
aaz				I	L	Amarasi	
zpo				I	L	Amatlán Zapotec	
utp				I	L	Amba (Solomon Islands)	
rwm				I	L	Amba (Uganda)	
amk				I	L	Ambai	
aew				I	L	Ambakich	
abc				I	L	Ambala Ayta	
amv				I	L	Ambelau	
ael				I	L	Ambele	
alm				I	L	Amblong	
amb				I	L	Ambo	
qva				I	L	Ambo-Pasco Quechua	
abs				I	L	Ambonese Malay	
aag				I	L	Ambrak	
apo				I	L	Ambul	
abt				I	L	Ambulas	
amj				I	L	Amdang	
adx				I	L	Amdo Tibetan	
aey				I	L	Amele	
ase				I	L	American Sign Language	
ifa				I	L	Amganad Ifugao	
amh	amh	amh	am	I	L	Amharic	
amy				I	L	Ami	
ami				I	L	Amis	
amo				I	L	Amo	
alx				I	L	Amol	
mbz				I	L	Amoltepec Mixtec	
apg				I	L	Ampanang	
aqd				I	L	Ampari Dogon	
ajz				I	L	Amri Karbi	
amt				I	L	Amto	
adw				I	L	Amundava	
amg				I	L	Amurdak	
dti				I	L	Ana Tinga Dogon	
anw				I	L	Anaang	
akg				I	L	Anakalangu	
anm				I	L	Anal	
pda				I	L	Anam	
aan				I	L	Anambé	
imi				I	L	Anamgura	
bpo				I	L	Anasi	
grc	grc	grc		I	H	Ancient Greek (to 1453)	
hbo				I	H	Ancient Hebrew	
xmk				I	H	Ancient Macedonian	
xna				I	H	Ancient North Arabian	
xzp				I	H	Ancient Zapotec	
dgl				I	L	Andaandi	
afd				I	L	Andai	
ajn				I	L	Andajin	
xaa				I	H	Andalusian Arabic	
hca				I	L	Andaman Creole Hindi	
ana				I	E	Andaqui	
aod				I	L	Andarum	
adg				I	L	Andegerebinha	
anr				I	L	Andh	
ani				I	L	Andi	
bzb				I	L	Andio	
anb				I	E	Andoa	
ano				I	L	Andoque	
anx				I	L	Andra-Hus	
aty				I	L	Aneityum	
anz				I	L	Anem	
aby				I	L	Aneme Wake	
myo				I	L	Anfillo	
agm				I	L	Angaataha	
aqt				I	L	Angaité	
age				I	L	Angal	
aoe				I	L	Angal Enen	
akh				I	L	Angal Heneng	
njm				I	L	Angami Naga	
yli				I	L	Angguruk Yali	
anp	anp	anp		I	L	Angika	
avm				I	E	Angkamuthi	
xno				I	H	Anglo-Norman	
rme				I	L	Angloromani	
aoa				I	L	Angolar	
agg				I	L	Angor	
aog				I	L	Angoram	
tnd				I	L	Angosturas Tunebo	
awg				I	E	Anguthimri	
ypn				I	L	Ani Phowa	
blo				I	L	Anii	
anf				I	L	Animere	
aoi				I	L	Anindilyakwa	
aqk				I	L	Aninka	
boj				I	L	Anjam	
aak				I	L	Ankave	
amx				I	L	Anmatyerre	
nun				I	L	Anong	
anj				I	L	Anor	
ans				I	E	Anserma	
and				I	L	Ansus	
ant				I	L	Antakarinya	
xmv				I	L	Antankarana Malagasy	
aig				I	L	Antigua and Barbuda Creole English	
anl				I	L	Anu-Hkongso Chin	
anu				I	L	Anuak	
cko				I	L	Anufo	
aui				I	L	Anuki	
auq				I	L	Anus	
aud				I	L	Anuta	
any				I	L	Anyin	
mtb				I	L	Anyin Morofo	
njo				I	L	Ao Naga	
pni				I	L	Aoheng	
aor				I	E	Aore	
kbx				I	L	Ap Ma	
apy				I	L	Apalaí	
xap				I	E	Apalachee	
ena				I	L	Apali	
mip				I	L	Apasco-Apoala Mixtec	
apt				I	L	Apatani	
api				I	L	Apiaká	
apn				I	L	Apinayé	
app				I	L	Apma	
ahp				I	L	Aproumu Aizi	
apu				I	L	Apurinã	
apx				I	L	Aputai	
xaq				I	H	Aquitanian	
ard				I	E	Arabana	
arl				I	L	Arabela	
ara	ara	ara	ar	M	L	Arabic	
arg	arg	arg	an	I	L	Aragonese	
akr				I	L	Araki	
rkw				I	E	Arakwal	
atq				I	L	Aralle-Tabulahan	
stk				I	L	Arammba	
aaf				I	L	Aranadan	
xrt				I	E	Aranama-Tamique	
jbj				I	L	Arandai	
aro				I	L	Araona	
arp	arp	arp		I	L	Arapaho	
arj				I	E	Arapaso	
xaj				I	E	Ararandewára	
arw	arw	arw		I	L	Arawak	
awt				I	L	Araweté	
awm				I	L	Arawum	
aae				I	L	Arbëreshë Albanian	
arv				I	L	Arbore	
aqc				I	L	Archi	
pka				I	H	Ardhamāgadhī Prākrit	
mwc				I	L	Are	
aea				I	E	Areba	
aem				I	L	Arem	
qxu				I	L	Arequipa-La Unión Quechua	
aed				I	L	Argentine Sign Language	
agj				I	L	Argobba	
agf				I	L	Arguni	
aok				I	L	Arhö	
aqr				I	L	Arhâ	
arh				I	L	Arhuaco	
aac				I	L	Ari	
laz				I	E	Aribwatsa	
ylu				I	L	Aribwaung	
aai				I	L	Arifama-Miniafia	
aqg				I	L	Arigidi	
ark				I	L	Arikapú	
ari				I	L	Arikara	
ait				I	E	Arikem	
xrn				I	E	Arin	
luc				I	L	Aringa	
xrm				I	H	Armazic	
hye	arm	hye	hy	I	L	Armenian	
aen				I	L	Armenian Sign Language	
apr				I	L	Arop-Lokep	
aps				I	L	Arop-Sissano	
aia				I	L	Arosi	
frp				I	L	Arpitan	
rrt				I	E	Arritinngithigh	
atz				I	L	Arta	
aru				I	E	Aruá (Amazonas State)	
arx				I	L	Aruá (Rodonia State)	
msy				I	L	Aruamu	
aur				I	L	Aruek	
lsr				I	L	Aruop	
atx				I	L	Arutani	
aat				I	L	Arvanitika Albanian	
asz				I	L	As	
mtv				I	L	Asaro'o	
cni				I	L	Asháninka	
cjo				I	L	Ashéninka Pajonal	
prq				I	L	Ashéninka Perené	
ahs				I	L	Ashe	
ask				I	L	Ashkun	
csh				I	L	Asho Chin	
atn				I	L	Ashtiani	
asl				I	L	Asilulu	
eiv				I	L	Askopan	
asv				I	L	Asoa	
asm	asm	asm	as	I	L	Assamese	
sjg				I	L	Assangori	
asb				I	L	Assiniboine	
aii				I	L	Assyrian Neo-Aramaic	
ast	ast	ast		I	L	Asturian	
aum				I	L	Asu (Nigeria)	
asa				I	L	Asu (Tanzania)	
psa				I	L	Asue Awyu	
aua				I	L	Asumboa	
zoo				I	L	Asunción Mixtepec Zapotec	
asr				I	L	Asuri	
atm				I	L	Ata	
atd				I	L	Ata Manobo	
aqp				I	E	Atakapa	
amz				I	E	Atampaya	
mib				I	L	Atatláhuca Mixtec	
adb				I	L	Atauran	
tay				I	L	Atayal	
ate				I	L	Atemble	
aph				I	L	Athpariya	
atk				I	L	Ati	
atj				I	L	Atikamekw	
aqm				I	L	Atohwaim	
ato				I	L	Atong (Cameroon)	
aot				I	L	Atong (India)	
aox				I	L	Atorada	
atc				I	E	Atsahuaca	
cch				I	L	Atsam	
atw				I	L	Atsugewi	
pkr				I	L	Attapady Kurumba	
ati				I	L	Attié	
ocu				I	L	Atzingo Matlatzinca	
avt				I	L	Au	
aul				I	L	Aulua	
aux				I	E	Aurá	
auh				I	L	Aushi	
avs				I	E	Aushiri	
asf				I	L	Auslan	
aut				I	L	Austral	
asw				I	L	Australian Aborigines Sign Language	
asq				I	L	Austrian Sign Language	
smf				I	L	Auwe	
auu				I	L	Auye	
auo				I	E	Auyokawa	
avv				I	L	Avá-Canoeiro	
ava	ava	ava	av	I	L	Avaric	
avn				I	L	Avatime	
avb				I	L	Avau	
ave	ave	ave	ae	I	H	Avestan	
avi				I	L	Avikam	
avu				I	L	Avokaya	
vwa				I	L	Awa (China)	
awb				I	L	Awa (Papua New Guinea)	
kwi				I	L	Awa-Cuaiquer	
awk				I	E	Awabakal	
bcu				I	L	Awad Bing	
awa	awa	awa		I	L	Awadhi	
awo				I	L	Awak	
aya				I	L	Awar	
awx				I	L	Awara	
awh				I	L	Awbono	
bob				I	L	Aweer	
awr				I	L	Awera	
awe				I	L	Awetí	
azo				I	L	Awing	
auy				I	L	Awiyaana	
auj				I	L	Awjilah	
awn				I	L	Awngi	
gwm				I	E	Awngthim	
kmn				I	L	Awtuw	
yiu				I	L	Awu	
aww				I	L	Awun	
afu				I	L	Awutu	
auw				I	L	Awyi	
ahb				I	L	Axamb	
yix				I	L	Axi Yi	
ayd				I	E	Ayabadhu	
quy				I	L	Ayacucho Quechua	
vmy				I	L	Ayautla Mazatec	
aye				I	L	Ayere	
axe				I	E	Ayerrerenge	
ayq				I	L	Ayi (Papua New Guinea)	
nfl				I	L	Ayiwo	
yyz				I	L	Ayizi	
ayb				I	L	Ayizo Gbe	
aym	aym	aym	ay	M	L	Aymara	
zaf				I	L	Ayoquesco Zapotec	
ayo				I	L	Ayoreo	
ayu				I	L	Ayu	
miy				I	L	Ayutla Mixtec	
aze	aze	aze	az	M	L	Azerbaijani	
aza				I	L	Azha	
yiz				I	L	Azhe	
tpc				I	L	Azoyú Me'phaa	
khd				I	L	Bädi Kanum	
bvj				I	L	Baan	
bqx				I	L	Baangi	
bba				I	L	Baatonum	
bbw				I	L	Baba	
mbf				I	L	Baba Malay	
bbm				I	L	Babango	
bbk				I	L	Babanki	
baa				I	L	Babatana	
bcr				I	L	Babine	
bzg				I	L	Babuza	
bcy				I	L	Bacama	
btj				I	L	Bacanese Malay	
xbc				I	H	Bactrian	
bhz				I	L	Bada (Indonesia)	
bau				I	L	Bada (Nigeria)	
bfq				I	L	Badaga	
bde				I	L	Bade	
bdz				I	L	Badeshi	
bia				I	L	Badimaya	
jbi				I	E	Badjiri	
bac				I	L	Badui	
pbp				I	L	Badyara	
bvd				I	L	Baeggu	
bvc				I	L	Baelelea	
btr				I	L	Baetora	
bfj				I	L	Bafanji	
bwt				I	L	Bafaw-Balong	
ksf				I	L	Bafia	
bfd				I	L	Bafut	
bqf				I	E	Baga Kaloum	
bgo				I	L	Baga Koga	
bmd				I	L	Baga Manduri	
bcg				I	L	Baga Pokur	
bsp				I	L	Baga Sitemu	
bsv				I	E	Baga Sobané	
bfy				I	L	Bagheli	
bmi				I	L	Bagirmi	
fui				I	L	Bagirmi Fulfulde	
bqg				I	L	Bago-Kusuntu	
bgq				I	L	Bagri	
bpi				I	L	Bagupi	
bqb				I	L	Bagusa	
kva				I	L	Bagvalal	
yha				I	L	Baha Buyang	
bdw				I	L	Baham	
bah				I	L	Bahamas Creole English	
abv				I	L	Baharna Arabic	
bhv				I	L	Bahau	
bjh				I	L	Bahinemo	
bhj				I	L	Bahing	
bdq				I	L	Bahnar	
bsu				I	L	Bahonsuai	
bdj				I	L	Bai (South Sudan)	
bbf				I	L	Baibai	
bkx				I	L	Baikeno	
bqh				I	L	Baima	
bmx				I	L	Baimak	
bcz				I	L	Bainouk-Gunyaamolo	
bab				I	L	Bainouk-Gunyuño	
bcb				I	L	Bainouk-Samik	
bsw				I	L	Baiso	
fah				I	L	Baissa Fali	
bjs				I	L	Bajan	
bjm				I	L	Bajelani	
vjk				I	L	Bajjika	
bkc				I	L	Baka (Cameroon)	
bdh				I	L	Baka (South Sudan)	
bkq				I	L	Bakairí	
bqz				I	L	Bakaka	
bqi				I	L	Bakhtiari	
bki				I	L	Baki	
bkh				I	L	Bakoko	
kme				I	L	Bakole	
bbs				I	L	Bakpinka	
bkr				I	L	Bakumpai	
bjw				I	L	Bakwé	
bls				I	L	Balaesang	
zba				I	C	Balaibalan	
blw				I	L	Balangao	
sse				I	L	Balangingi	
bjt				I	L	Balanta-Ganja	
ble				I	L	Balanta-Kentohe	
blz				I	L	Balantak	
bdn				I	L	Baldemu	
bcp				I	L	Bali (Democratic Republic of Congo)	
bcn				I	L	Bali (Nigeria)	
ban	ban	ban		I	L	Balinese	
mhp				I	L	Balinese Malay	
bgx				I	L	Balkan Gagauz Turkish	
rmn				I	L	Balkan Romani	
bqo				I	L	Balo	
biz				I	L	Baloi	
bft				I	L	Balti	
rml				I	L	Baltic Romani	
blq				I	L	Baluan-Pam	
bal	bal	bal		M	L	Baluchi	
bog				I	L	Bamako Sign Language	
bbq				I	L	Bamali	
bmo				I	L	Bambalang	
ptu				I	L	Bambam	
bam	bam	bam	bm	I	L	Bambara	
myf				I	L	Bambassi	
baw				I	L	Bambili-Bambui	
bce				I	L	Bamenyam	
bcf				I	L	Bamu	
bqt				I	L	Bamukumbit	
bax				I	L	Bamun	
bvm				I	L	Bamunka	
bmg				I	L	Bamwe	
bfk				I	L	Ban Khor Sign Language	
bcw				I	L	Bana	
bjx				I	L	Banao Itneg	
byz				I	L	Banaro	
bnd				I	L	Banda (Indonesia)	
bpq				I	L	Banda Malay	
liy				I	L	Banda-Bambari	
bpd				I	L	Banda-Banda	
bqk				I	L	Banda-Mbrès	
bfl				I	L	Banda-Ndélé	
yaj				I	L	Banda-Yangere	
bza				I	L	Bandi	
bqj				I	L	Bandial	
bdy				I	L	Bandjalang	
bxg				I	L	Bangala	
bgf				I	L	Bangandu	
bbe				I	L	Bangba	
bgz				I	L	Banggai	
bjb				I	E	Banggarla	
bni				I	L	Bangi	
dba				I	L	Bangime	
mfb				I	L	Bangka	
bgj				I	L	Bangolan	
bnx				I	L	Bangubangu	
bsj				I	L	Bangwinji	
bvv				I	E	Baniva	
bwi				I	L	Baniwa	
bjn				I	L	Banjar	
bxw				I	L	Bankagooma	
jjr				I	L	Bankal	
dbw				I	L	Bankan Tey Dogon	
abb				I	L	Bankon	
bcm				I	L	Bannoni	
bap				I	L	Bantawa	
bfx				I	L	Bantayanon	
bnq				I	L	Bantik	
bno				I	L	Bantoanon	
pnw				I	L	Banyjima	
bci				I	L	Baoulé	
bae				I	E	Baré	
mot				I	L	Barí	
bhr				I	L	Bara Malagasy	
brd				I	L	Baraamu	
rbp				I	E	Barababaraba	
bbb				I	L	Barai	
baj				I	L	Barakai	
kys				I	L	Baram Kayan	
bbg				I	L	Barama	
brm				I	L	Barambu	
bmz				I	L	Baramu	
brp				I	L	Barapasi	
brs				I	L	Baras	
bsn				I	L	Barasana-Eduria	
vmb				I	E	Barbaram	
boi				I	E	Barbareño	
gry				I	L	Barclayville Grebo	
bcj				I	L	Bardi	
bva				I	L	Barein	
mlp				I	L	Bargam	
bfa				I	L	Bari	
bch				I	L	Bariai	
bjc				I	L	Bariji	
bxo				I	L	Barikanchi	
jbk				I	L	Barikewa	
bjk				I	L	Barok	
bbi				I	L	Barombi	
tbn				I	L	Barro Negro Tunebo	
bpt				I	E	Barrow Point	
bjz				I	L	Baruga	
byr				I	L	Baruya	
bwg				I	L	Barwe	
bjf				I	L	Barzani Jewish Neo-Aramaic	
bas	bas	bas		I	L	Basa (Cameroon)	
bzw				I	L	Basa (Nigeria)	
bsl				I	E	Basa-Gumna	
buj				I	L	Basa-Gurmana	
bdb				I	L	Basap	
byq				I	E	Basay	
bsg				I	L	Bashkardi	
bak	bak	bak	ba	I	L	Bashkir	
bst				I	L	Basketo	
eus	baq	eus	eu	I	L	Basque	
bsq				I	L	Bassa	
bsr				I	L	Bassa-Kontagora	
bsc				I	L	Bassari	
bsi				I	L	Bassossi	
bta				I	L	Bata	
ifb				I	L	Batad Ifugao	
bya				I	L	Batak	
btz				I	L	Batak Alas-Kluet	
akb				I	L	Batak Angkola	
btd				I	L	Batak Dairi	
btx				I	L	Batak Karo	
btm				I	L	Batak Mandailing	
bts				I	L	Batak Simalungun	
bbc				I	L	Batak Toba	
bnm				I	L	Batanga	
btq				I	L	Batek	
btv				I	L	Bateri	
bhm				I	L	Bathari	
btc				I	L	Bati (Cameroon)	
bvt				I	L	Bati (Indonesia)	
xby				I	L	Batjala	
bbl				I	L	Bats	
btu				I	L	Batu	
zbt				I	L	Batui	
bay				I	L	Batuley	
bbd				I	L	Bau	
sne				I	L	Bau Bidayuh	
bsf				I	L	Bauchi	
bpe				I	L	Bauni	
brg				I	L	Baure	
bge				I	L	Bauria	
bwk				I	L	Bauwaki	
bvz				I	L	Bauzi	
bar				I	L	Bavarian	
bgr				I	L	Bawm Chin	
mkq				I	E	Bay Miwok	
bjy				I	E	Bayali	
bvy				I	L	Baybayanon	
byg				I	E	Baygo	
byl				I	L	Bayono	
bda				I	L	Bayot	
bxj				I	L	Bayungu	
bfr				I	L	Bazigar	
beo				I	L	Beami	
bea				I	L	Beaver	
bfp				I	L	Beba	
beb				I	L	Bebele	
bek				I	L	Bebeli	
bxp				I	L	Bebil	
bjv				I	L	Bedjond	
bed				I	L	Bedoanas	
bkf				I	L	Beeke	
bxq				I	L	Beele	
beq				I	L	Beembe	
bnz				I	L	Beezen	
bby				I	L	Befang	
ebc				I	L	Beginci	
bej	bej	bej		I	L	Beja	
bei				I	L	Bekati'	
bkv				I	L	Bekwarra	
bkw				I	L	Bekwel	
beg				I	L	Belait	
bxb				I	L	Belanda Bor	
bvi				I	L	Belanda Viri	
bel	bel	bel	be	I	L	Belarusian	
byw				I	L	Belhariya	
bey				I	L	Beli (Papua New Guinea)	
blm				I	L	Beli (South Sudan)	
bzj				I	L	Belize Kriol English	
blc				I	L	Bella Coola	
brw				I	L	Bellari	
glb				I	L	Belning	
bem	bem	bem		I	L	Bemba (Zambia)	
bmb				I	L	Bembe	
dbt				I	L	Ben Tey Dogon	
yun				I	L	Bena (Nigeria)	
bez				I	L	Bena (Tanzania)	
bef				I	L	Benabena	
egm				I	L	Benamanga	
bcq				I	L	Bench	
bdp				I	L	Bende	
bct				I	L	Bendi	
nhb				I	L	Beng	
bng				I	L	Benga	
ben	ben	ben	bn	I	L	Bengali	
bgy				I	L	Benggoi	
bqy				I	L	Bengkala Sign Language	
bnu				I	L	Bentong	
byd				I	L	Benyadu'	
bue				I	E	Beothuk	
bie				I	L	Bepour	
bxv				I	L	Berakou	
bve				I	L	Berau Malay	
brc				I	E	Berbice Creole Dutch	
bkl				I	L	Berik	
bit				I	L	Berinomo	
bom				I	L	Berom	
wti				I	L	Berta	
byt				I	E	Berti	
mhe				I	L	Besisi	
bes				I	L	Besme	
bep				I	L	Besoa	
bfe				I	L	Betaf	
bew				I	L	Betawi	
byf				I	L	Bete	
btt				I	L	Bete-Bendi	
eot				I	L	Beti (Côte d'Ivoire)	
xub				I	L	Betta Kurumba	
kap				I	L	Bezhta	
bhd				I	L	Bhadrawahi	
bhx				I	L	Bhalay	
bha				I	L	Bharia	
bgw				I	L	Bhatri	
bht				I	L	Bhattiyali	
bhe				I	L	Bhaya	
bhy				I	L	Bhele	
bhi				I	L	Bhilali	
bhb				I	L	Bhili	
bho	bho	bho		I	L	Bhojpuri	
nes				I	L	Bhoti Kinnauri	
byh				I	L	Bhujel	
bhu				I	L	Bhunjia	
bif				I	L	Biafada	
bdf				I	L	Biage	
bhw				I	L	Biak	
beh				I	L	Biali	
bpv				I	L	Bian Marind	
big				I	L	Biangai	
byk				I	L	Biao	
bmt				I	L	Biao Mon	
bje				I	L	Biao-Jiao Mien	
bth				I	L	Biatah Bidayuh	
xbp				I	E	Bibbulman	
ihw				I	E	Bidhawal	
bid				I	L	Bidiyo	
bym				I	L	Bidjara	
bjg				I	L	Bidyogo	
bmc				I	L	Biem	
bnk				I	L	Bierebo	
brj				I	L	Bieria	
biu				I	L	Biete	
nmb				I	L	Big Nambas	
bhc				I	L	Biga	
xbe				I	E	Bigambal	
ibh				I	L	Bih	
jbm				I	L	Bijim	
bix				I	L	Bijori	
bik	bik	bik		M	L	Bikol	
byb				I	L	Bikya	
bip				I	L	Bila	
bql				I	L	Bilakura	
kfs				I	L	Bilaspuri	
bpz				I	L	Bilba	
brz				I	L	Bilbil	
bil				I	L	Bile	
byn	byn	byn		I	L	Bilin	
bms				I	L	Bilma Kanuri	
bll				I	E	Biloxi	
blb				I	L	Bilua	
bxf				I	L	Bilur	
bhp				I	L	Bima	
bhl				I	L	Bimin	
bim				I	L	Bimoba	
byj				I	L	Bina (Nigeria)	
bmn				I	E	Bina (Papua New Guinea)	
bxz				I	L	Binahari	
bhg				I	L	Binandere	
xbd				I	E	Bindal	
bon				I	L	Bine	
bin	bin	bin		I	L	Bini	
bpj				I	L	Binji	
itb				I	L	Binongan Itneg	
bne				I	L	Bintauna	
bny				I	L	Bintulu	
bkd				I	L	Binukid	
bjr				I	L	Binumarien	
biq				I	L	Bipi	
brf				I	L	Bira	
bxe				I	L	Birale	
brr				I	L	Birao	
btf				I	L	Birgit	
biy				I	L	Birhor	
bzr				I	E	Biri	
bqq				I	L	Biritai	
brk				I	E	Birked	
bvq				I	L	Birri	
xbj				I	E	Birrpayi	
brl				I	L	Birwa	
ije				I	L	Biseni	
bpy				I	L	Bishnupriya	
bwh				I	L	Bishuo	
bnw				I	L	Bisis	
bis	bis	bis	bi	I	L	Bislama	
bir				I	L	Bisorio	
bib				I	L	Bissa	
bzi				I	L	Bisu	
bgk				I	L	Bit	
brt				I	L	Bitare	
mcc				I	L	Bitur	
bwm				I	L	Biwat	
byo				I	L	Biyo	
bpm				I	L	Biyom	
blp				I	L	Blablanga	
bfh				I	L	Blafe	
beu				I	L	Blagar	
blr				I	L	Blang	
zbl	zbl	zbl		I	C	Blissymbols	
bgl				I	L	Bo (Laos)	
bpw				I	L	Bo (Papua New Guinea)	
mae				I	L	Bo-Rukul	
mux				I	L	Bo-Ung	
bzn				I	L	Boano (Maluku)	
bzl				I	L	Boano (Sulawesi)	
bgb				I	L	Bobongko	
bty				I	L	Bobot	
boy				I	L	Bodo (Central African Republic)	
brx				I	L	Bodo (India)	
gbj				I	L	Bodo Gadaba	
